펀드코드,펀드명,날짜,기준치 또는 성장률,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2015,1096.44,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2016,1145.63,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2017,1235.22,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2018,1266.8,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2019,1320.82,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2020,1345.52,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2021,1449.47,,,,,,,,,
KLVL34000NK,미국하이일드채권형,최근 1년 수익률,92.82841314,,,,,,,,,
KLVL34000NK,미국하이일드채권형,연평균 수익률,104.7445628,,,,,,,,,
KLVL34000NK,미국하이일드채권형,2031 예상 기준가,2100.202341,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2012, ,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2013,969.79,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2014,1059.03,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2015,1056.22,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2016,1086.29,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2017,1096.2,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2018,1082.16,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2019,1126.25,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2020,1148.93,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2021,1208.1,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,최근 1년 수익률,95.10222664,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,연평균 수익률,102.8316402,,,,,,,,,
KLVL34000NL,글로벌MVP채권형,2031 예상 기준가,1510.486987,,,,,,,,,
KLVL34000NM,MMF형,2012, ,,,,,,,,,
KLVL34000NM,MMF형,2013,1009.57,,,,,,,,,
KLVL34000NM,MMF형,2014,1033.01,,,,,,,,,
KLVL34000NM,MMF형,2015,1051.27,,,,,,,,,
KLVL34000NM,MMF형,2016,1064.47,,,,,,,,,
KLVL34000NM,MMF형,2017,1076.2,,,,,,,,,
KLVL34000NM,MMF형,2018,1090.91,,,,,,,,,
KLVL34000NM,MMF형,2019,1108.55,,,,,,,,,
KLVL34000NM,MMF형,2020,1119.61,,,,,,,,,
KLVL34000NM,MMF형,2021,1124.59,,,,,,,,,
KLVL34000NM,MMF형,최근 1년 수익률,99.55717195,,,,,,,,,
KLVL34000NM,MMF형,연평균 수익률,101.3591692,,,,,,,,,
KLVL34000NM,MMF형,2031 예상 기준가,1252.848495,,,,,,,,,
KLVL34000NN,글로벌인컴형,2012, ,,,,,,,,,
KLVL34000NN,글로벌인컴형,2013,961.8,,,,,,,,,
KLVL34000NN,글로벌인컴형,2014,1017.68,,,,,,,,,
KLVL34000NN,글로벌인컴형,2015,1036.86,,,,,,,,,
KLVL34000NN,글로벌인컴형,2016,1039.21,,,,,,,,,
KLVL34000NN,글로벌인컴형,2017,1085.64,,,,,,,,,
KLVL34000NN,글로벌인컴형,2018,1088.31,,,,,,,,,
KLVL34000NN,글로벌인컴형,2019,1155.3,,,,,,,,,
KLVL34000NN,글로벌인컴형,2020,1070.51,,,,,,,,,
KLVL34000NN,글로벌인컴형,2021,1204.78,,,,,,,,,
KLVL34000NN,글로벌인컴형,최근 1년 수익률,88.85522668,,,,,,,,,
KLVL34000NN,글로벌인컴형,연평균 수익률,102.9992294,,,,,,,,,
KLVL34000NN,글로벌인컴형,2031 예상 기준가,1526.087914,,,,,,,,,
KLVL34000NO,중국본토주식형,2012, ,,,,,,,,,
KLVL34000NO,중국본토주식형,2013,937.29,,,,,,,,,
KLVL34000NO,중국본토주식형,2014,882.01,,,,,,,,,
KLVL34000NO,중국본토주식형,2015,1264.73,,,,,,,,,
KLVL34000NO,중국본토주식형,2016,1215.96,,,,,,,,,
KLVL34000NO,중국본토주식형,2017,1426.84,,,,,,,,,
KLVL34000NO,중국본토주식형,2018,1272.84,,,,,,,,,
KLVL34000NO,중국본토주식형,2019,1521.52,,,,,,,,,
KLVL34000NO,중국본토주식형,2020,2169.28,,,,,,,,,
KLVL34000NO,중국본토주식형,2021,2009.07,,,,,,,,,
KLVL34000NO,중국본토주식형,최근 1년 수익률,107.9743364,,,,,,,,,
KLVL34000NO,중국본토주식형,연평균 수익률,111.864076,,,,,,,,,
KLVL34000NO,중국본토주식형,2031 예상 기준가,4926.292416,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2012, ,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2013, ,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2014,1060.24,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2015,1125.87,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2016,1091.23,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2017,1115.15,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2018,1101.27,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2019,1071.65,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2020,998.47,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2021,1277.68,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,최근 1년 수익률,78.14711039,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,연평균 수익률,103.2151661,,,,,,,,,
KLVL34000NP,글로벌멀티전략형,2031 예상 기준가,1594.508021,,,,,,,,,
KLVL34000NQ,선진국인컴형,2012, ,,,,,,,,,
KLVL34000NQ,선진국인컴형,2013, ,,,,,,,,,
KLVL34000NQ,선진국인컴형,2014,1099.3,,,,,,,,,
KLVL34000NQ,선진국인컴형,2015,1060.08,,,,,,,,,
KLVL34000NQ,선진국인컴형,2016,1087.94,,,,,,,,,
KLVL34000NQ,선진국인컴형,2017,1176.41,,,,,,,,,
KLVL34000NQ,선진국인컴형,2018,1215.16,,,,,,,,,
KLVL34000NQ,선진국인컴형,2019,1267.36,,,,,,,,,
KLVL34000NQ,선진국인컴형,2020,1022.41,,,,,,,,,
KLVL34000NQ,선진국인컴형,2021,1378.3,,,,,,,,,
KLVL34000NQ,선진국인컴형,최근 1년 수익률,74.17906116,,,,,,,,,
KLVL34000NQ,선진국인컴형,연평균 수익률,104.3233235,,,,,,,,,
KLVL34000NQ,선진국인컴형,2031 예상 기준가,1853.589904,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2012, ,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2013, ,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2014,1028.61,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2015,1089.2,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2016,1089.63,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2017,1185.97,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2018,1231.49,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2019,1292.07,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2020,1532.3,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2021,1725.27,,,,,,,,,
KLVL34000NR,글로벌0MVP060,최근 1년 수익률,88.81508402,,,,,,,,,
KLVL34000NR,글로벌0MVP060,연평균 수익률,107.8164387,,,,,,,,,
KLVL34000NR,글로벌0MVP060,2031 예상 기준가,2921.809842,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2012, ,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2013, ,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2014,1023.16,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2015,1053.9,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2016,1083.52,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2017,1137.6,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2018,1153.19,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2019,1211.81,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2020,1332.76,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2021,1451.52,,,,,,,,,
KLVL34000NS,글로벌0MVP030,최근 1년 수익률,91.81823192,,,,,,,,,
KLVL34000NS,글로벌0MVP030,연평균 수익률,105.1645086,,,,,,,,,
KLVL34000NS,글로벌0MVP030,2031 예상 기준가,2064.939829,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2012, ,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2013, ,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2014,1012.93,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2015,1014.93,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2016,1050.85,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2017,1089.6,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2018,1104.73,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2019,1144.87,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2020,1108.94,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2021,1204.14,,,,,,,,,
KLVL34000NT,단기하이일드채권형,최근 1년 수익률,92.09394256,,,,,,,,,
KLVL34000NT,단기하이일드채권형,연평균 수익률,102.5560822,,,,,,,,,
KLVL34000NT,단기하이일드채권형,2031 예상 기준가,1436.835124,,,,,,,,,
KLVL34000NU,차이나주식성장형,2012, ,,,,,,,,,
KLVL34000NU,차이나주식성장형,2013, ,,,,,,,,,
KLVL34000NU,차이나주식성장형,2014, ,,,,,,,,,
KLVL34000NU,차이나주식성장형,2015,927.72,,,,,,,,,
KLVL34000NU,차이나주식성장형,2016,999.66,,,,,,,,,
KLVL34000NU,차이나주식성장형,2017,1234.15,,,,,,,,,
KLVL34000NU,차이나주식성장형,2018,1278.42,,,,,,,,,
KLVL34000NU,차이나주식성장형,2019,1278.68,,,,,,,,,
KLVL34000NU,차이나주식성장형,2020,1813.11,,,,,,,,,
KLVL34000NU,차이나주식성장형,2021,1832.15,,,,,,,,,
KLVL34000NU,차이나주식성장형,최근 1년 수익률,98.96078378,,,,,,,,,
KLVL34000NU,차이나주식성장형,연평균 수익률,112.9440778,,,,,,,,,
KLVL34000NU,차이나주식성장형,2031 예상 기준가,3803.135587,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2012, ,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2013, ,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2014, ,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2015, ,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2016, ,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2017,1062.8,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2018,1158.62,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2019,1213.18,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2020,1339.32,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2021,1624.29,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,최근 1년 수익률,82.45571911,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,연평균 수익률,111.3498852,,,,,,,,,
KLVL34000NV,글로벌인덱스주식형,2031 예상 기준가,2497.023705,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2012, ,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2013, ,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2014, ,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2015,1025.24,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2016,1033.22,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2017,1111.32,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2018,1144.88,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2019,1204.12,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2020,1397.92,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2021,1554.74,,,,,,,,,
KLVL34000NW,글로벌0MVP050,최근 1년 수익률,89.91342604,,,,,,,,,
KLVL34000NW,글로벌0MVP050,연평균 수익률,107.3073764,,,,,,,,,
KLVL34000NW,글로벌0MVP050,2031 예상 기준가,2373.751394,,,,,,,,,
KLVL34000NX,일본주식형,2012, ,,,,,,,,,
KLVL34000NX,일본주식형,2013, ,,,,,,,,,
KLVL34000NX,일본주식형,2014, ,,,,,,,,,
KLVL34000NX,일본주식형,2015,927.21,,,,,,,,,
KLVL34000NX,일본주식형,2016,819.65,,,,,,,,,
KLVL34000NX,일본주식형,2017,981.84,,,,,,,,,
KLVL34000NX,일본주식형,2018,1030.21,,,,,,,,,
KLVL34000NX,일본주식형,2019,801.76,,,,,,,,,
KLVL34000NX,일본주식형,2020,888.86,,,,,,,,,
KLVL34000NX,일본주식형,2021,1049.37,,,,,,,,,
KLVL34000NX,일본주식형,최근 1년 수익률,84.70415583,,,,,,,,,
KLVL34000NX,일본주식형,연평균 수익률,103.310043,,,,,,,,,
KLVL34000NX,일본주식형,2031 예상 기준가,1275.803816,,,,,,,,,
KLVL34000NY,롱숏전략형,2012, ,,,,,,,,,
KLVL34000NY,롱숏전략형,2013, ,,,,,,,,,
KLVL34000NY,롱숏전략형,2014, ,,,,,,,,,
KLVL34000NY,롱숏전략형,2015, ,,,,,,,,,
KLVL34000NY,롱숏전략형,2016,984.58,,,,,,,,,
KLVL34000NY,롱숏전략형,2017,1027.52,,,,,,,,,
KLVL34000NY,롱숏전략형,2018,1051.46,,,,,,,,,
KLVL34000NY,롱숏전략형,2019,1141.26,,,,,,,,,
KLVL34000NY,롱숏전략형,2020,1191.54,,,,,,,,,
KLVL34000NY,롱숏전략형,2021,1217.64,,,,,,,,,
KLVL34000NY,롱숏전략형,최근 1년 수익률,97.85650931,,,,,,,,,
KLVL34000NY,롱숏전략형,연평균 수익률,104.3655474,,,,,,,,,
KLVL34000NY,롱숏전략형,2031 예상 기준가,1507.664414,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2012, ,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2013, ,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2014, ,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2015, ,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2016,999.5,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2017,998.3,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2018,956.05,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2019,1058.7,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2020,1071.84,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2021,1086.7,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,최근 1년 수익률,98.63255728,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,연평균 수익률,101.8024354,,,,,,,,,
KLVL34000NZ,선진국투자등급회사채권형,2031 예상 기준가,1188.229981,,,,,,,,,
KLVL34000U0,채권형,2012,1410.6,,,,,,,,,
KLVL34000U0,채권형,2013,1437.2,,,,,,,,,
KLVL34000U0,채권형,2014,1505.89,,,,,,,,,
KLVL34000U0,채권형,2015,1549.74,,,,,,,,,
KLVL34000U0,채권형,2016,1592.03,,,,,,,,,
KLVL34000U0,채권형,2017,1610.66,,,,,,,,,
KLVL34000U0,채권형,2018,1625.2,,,,,,,,,
KLVL34000U0,채권형,2019,1672.88,,,,,,,,,
KLVL34000U0,채권형,2020,1702.09,,,,,,,,,
KLVL34000U0,채권형,2021,1709.39,,,,,,,,,
KLVL34000U0,채권형,최근 1년 수익률,99.57294707,,,,,,,,,
KLVL34000U0,채권형,연평균 수익률,102.1652896,,,,,,,,,
KLVL34000U0,채권형,2031 예상 기준가,2072.867257,,,,,,,,,
KLVL34000U1,주식성장형,2012,1917.49,,,,,,,,,
KLVL34000U1,주식성장형,2013,1909.96,,,,,,,,,
KLVL34000U1,주식성장형,2014,2160.46,,,,,,,,,
KLVL34000U1,주식성장형,2015,2129.81,,,,,,,,,
KLVL34000U1,주식성장형,2016,2048.5,,,,,,,,,
KLVL34000U1,주식성장형,2017,2266.85,,,,,,,,,
KLVL34000U1,주식성장형,2018,2170.74,,,,,,,,,
KLVL34000U1,주식성장형,2019,1965.83,,,,,,,,,
KLVL34000U1,주식성장형,2020,2122.7,,,,,,,,,
KLVL34000U1,주식성장형,2021,2758.22,,,,,,,,,
KLVL34000U1,주식성장형,최근 1년 수익률,76.9590533,,,,,,,,,
KLVL34000U1,주식성장형,연평균 수익률,104.7094452,,,,,,,,,
KLVL34000U1,주식성장형,2031 예상 기준가,4173.51164,,,,,,,,,
KLVL34000U2,혼합성장형,2012,1791.52,,,,,,,,,
KLVL34000U2,혼합성장형,2013,1798.65,,,,,,,,,
KLVL34000U2,혼합성장형,2014,1975.1,,,,,,,,,
KLVL34000U2,혼합성장형,2015,2125.63,,,,,,,,,
KLVL34000U2,혼합성장형,2016,2149.6,,,,,,,,,
KLVL34000U2,혼합성장형,2017,2328.24,,,,,,,,,
KLVL34000U2,혼합성장형,2018,2294.22,,,,,,,,,
KLVL34000U2,혼합성장형,2019,2181.59,,,,,,,,,
KLVL34000U2,혼합성장형,2020,2366.21,,,,,,,,,
KLVL34000U2,혼합성장형,2021,2878.21,,,,,,,,,
KLVL34000U2,혼합성장형,최근 1년 수익률,82.21116597,,,,,,,,,
KLVL34000U2,혼합성장형,연평균 수익률,105.6664096,,,,,,,,,
KLVL34000U2,혼합성장형,2031 예상 기준가,4726.667323,,,,,,,,,
KLVL34000U3,주식혼합형,2012,1801.63,,,,,,,,,
KLVL34000U3,주식혼합형,2013,1808.25,,,,,,,,,
KLVL34000U3,주식혼합형,2014,1929.93,,,,,,,,,
KLVL34000U3,주식혼합형,2015,1881.11,,,,,,,,,
KLVL34000U3,주식혼합형,2016,2003.67,,,,,,,,,
KLVL34000U3,주식혼합형,2017,2231.41,,,,,,,,,
KLVL34000U3,주식혼합형,2018,2171.69,,,,,,,,,
KLVL34000U3,주식혼합형,2019,2018.31,,,,,,,,,
KLVL34000U3,주식혼합형,2020,2221.06,,,,,,,,,
KLVL34000U3,주식혼합형,2021,2704.07,,,,,,,,,
KLVL34000U3,주식혼합형,최근 1년 수익률,82.13766655,,,,,,,,,
KLVL34000U3,주식혼합형,연평균 수익률,104.9446381,,,,,,,,,
KLVL34000U3,주식혼합형,2031 예상 기준가,4175.035925,,,,,,,,,
KLVL34000U4,인덱스혼합형,2012,1784.96,,,,,,,,,
KLVL34000U4,인덱스혼합형,2013,1811.24,,,,,,,,,
KLVL34000U4,인덱스혼합형,2014,1911.72,,,,,,,,,
KLVL34000U4,인덱스혼합형,2015,1805.81,,,,,,,,,
KLVL34000U4,인덱스혼합형,2016,1956.15,,,,,,,,,
KLVL34000U4,인덱스혼합형,2017,2203.15,,,,,,,,,
KLVL34000U4,인덱스혼합형,2018,2194.85,,,,,,,,,
KLVL34000U4,인덱스혼합형,2019,2080.01,,,,,,,,,
KLVL34000U4,인덱스혼합형,2020,2349.52,,,,,,,,,
KLVL34000U4,인덱스혼합형,2021,2867.08,,,,,,,,,
KLVL34000U4,인덱스혼합형,최근 1년 수익률,81.94818422,,,,,,,,,
KLVL34000U4,인덱스혼합형,연평균 수익률,105.756504,,,,,,,,,
KLVL34000U4,인덱스혼합형,2031 예상 기준가,4744.643459,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2012,1277.23,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2013,1352.61,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2014,1538.98,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2015,1733.56,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2016,1689.59,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2017,1749.21,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2018,1749.85,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2019,1668.53,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2020,1809.92,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2021,2184.63,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,최근 1년 수익률,82.84789644,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,연평균 수익률,106.4313857,,,,,,,,,
KLVL34000U5,배당주안정성장자산배분형,2031 예상 기준가,3828.294532,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2012,1405.78,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2013,1417.43,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2014,1543.65,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2015,1442.8,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2016,1474.81,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2017,1626.09,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2018,1586.64,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2019,1500.75,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2020,1678.43,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2021,2057.87,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,최근 1년 수익률,81.56151749,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,연평균 수익률,104.6981569,,,,,,,,,
KLVL34000U6,주식안정성장자산배분형,2031 예상 기준가,3110.779757,,,,,,,,,
KLVL34000U7,혼합안정형,2012,1687.76,,,,,,,,,
KLVL34000U7,혼합안정형,2013,1700.88,,,,,,,,,
KLVL34000U7,혼합안정형,2014,1825.99,,,,,,,,,
KLVL34000U7,혼합안정형,2015,1868.69,,,,,,,,,
KLVL34000U7,혼합안정형,2016,1869.07,,,,,,,,,
KLVL34000U7,혼합안정형,2017,2004.92,,,,,,,,,
KLVL34000U7,혼합안정형,2018,2000.89,,,,,,,,,
KLVL34000U7,혼합안정형,2019,1923.6,,,,,,,,,
KLVL34000U7,혼합안정형,2020,2153.4,,,,,,,,,
KLVL34000U7,혼합안정형,2021,2412.15,,,,,,,,,
KLVL34000U7,혼합안정형,최근 1년 수익률,89.27305516,,,,,,,,,
KLVL34000U7,혼합안정형,연평균 수익률,104.1842805,,,,,,,,,
KLVL34000U7,혼합안정형,2031 예상 기준가,3488.38238,,,,,,,,,
KLVL34000U8,채권혼합형,2012,1589.82,,,,,,,,,
KLVL34000U8,채권혼합형,2013,1605.02,,,,,,,,,
KLVL34000U8,채권혼합형,2014,1719.28,,,,,,,,,
KLVL34000U8,채권혼합형,2015,1718.45,,,,,,,,,
KLVL34000U8,채권혼합형,2016,1816.87,,,,,,,,,
KLVL34000U8,채권혼합형,2017,1905.24,,,,,,,,,
KLVL34000U8,채권혼합형,2018,1880.5,,,,,,,,,
KLVL34000U8,채권혼합형,2019,1865.03,,,,,,,,,
KLVL34000U8,채권혼합형,2020,1973,,,,,,,,,
KLVL34000U8,채권혼합형,2021,2080.64,,,,,,,,,
KLVL34000U8,채권혼합형,최근 1년 수익률,94.82659182,,,,,,,,,
KLVL34000U8,채권혼합형,연평균 수익률,103.082388,,,,,,,,,
KLVL34000U8,채권혼합형,2031 예상 기준가,2734.369363,,,,,,,,,
KLVL34000U9,단기채권형,2012,1331.56,,,,,,,,,
KLVL34000U9,단기채권형,2013,1405.04,,,,,,,,,
KLVL34000U9,단기채권형,2014,1436.78,,,,,,,,,
KLVL34000U9,단기채권형,2015,1461.48,,,,,,,,,
KLVL34000U9,단기채권형,2016,1479.14,,,,,,,,,
KLVL34000U9,단기채권형,2017,1494.79,,,,,,,,,
KLVL34000U9,단기채권형,2018,1513.66,,,,,,,,,
KLVL34000U9,단기채권형,2019,1537.19,,,,,,,,,
KLVL34000U9,단기채권형,2020,1551.09,,,,,,,,,
KLVL34000U9,단기채권형,2021,1556.98,,,,,,,,,
KLVL34000U9,단기채권형,최근 1년 수익률,99.62170355,,,,,,,,,
KLVL34000U9,단기채권형,연평균 수익률,101.7626398,,,,,,,,,
KLVL34000U9,단기채권형,2031 예상 기준가,1822.125618,,,,,,,,,
KLVL34000UA,채권형,2012,1387.9,,,,,,,,,
KLVL34000UA,채권형,2013,1418.55,,,,,,,,,
KLVL34000UA,채권형,2014,1468.67,,,,,,,,,
KLVL34000UA,채권형,2015,1514.78,,,,,,,,,
KLVL34000UA,채권형,2016,1550.79,,,,,,,,,
KLVL34000UA,채권형,2017,1565.27,,,,,,,,,
KLVL34000UA,채권형,2018,1571.12,,,,,,,,,
KLVL34000UA,채권형,2019,1617.2,,,,,,,,,
KLVL34000UA,채권형,2020,1645.61,,,,,,,,,
KLVL34000UA,채권형,2021,1652.21,,,,,,,,,
KLVL34000UA,채권형,최근 1년 수익률,99.60053504,,,,,,,,,
KLVL34000UA,채권형,연평균 수익률,101.961842,,,,,,,,,
KLVL34000UA,채권형,2031 예상 기준가,1967.905767,,,,,,,,,
KLVL34000UB,MMF형,2012,1279.74,,,,,,,,,
KLVL34000UB,MMF형,2013,1312.98,,,,,,,,,
KLVL34000UB,MMF형,2014,1342.74,,,,,,,,,
KLVL34000UB,MMF형,2015,1365.32,,,,,,,,,
KLVL34000UB,MMF형,2016,1381.35,,,,,,,,,
KLVL34000UB,MMF형,2017,1396.07,,,,,,,,,
KLVL34000UB,MMF형,2018,1413.49,,,,,,,,,
KLVL34000UB,MMF형,2019,1433.82,,,,,,,,,
KLVL34000UB,MMF형,2020,1445.24,,,,,,,,,
KLVL34000UB,MMF형,2021,1450.51,,,,,,,,,
KLVL34000UB,MMF형,최근 1년 수익률,99.63667951,,,,,,,,,
KLVL34000UB,MMF형,연평균 수익률,101.4036153,,,,,,,,,
KLVL34000UB,MMF형,2031 예상 기준가,1644.378077,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2012,1667.11,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2013,1661.26,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2014,1866.57,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2015,1886.98,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2016,1954.29,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2017,2209.98,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2018,2195.18,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2019,2240.66,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2020,2464.82,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2021,2810.18,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,최근 1년 수익률,87.71039578,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,연평균 수익률,106.1299692,,,,,,,,,
KLVL34000UC,아시아태평양주식혼합형,2031 예상 기준가,4800.389538,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2012,1481.06,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2013,1498.9,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2014,1833.26,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2015,2058.02,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2016,2135,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2017,2399.99,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2018,2395.41,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2019,2462.79,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2020,2506.21,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2021,3162.29,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,최근 1년 수익률,79.25300969,,,,,,,,,
